it,time,mass.adm,mom.adm.x,mom.adm.y,mom.adm.z,energy.adm,mp.adm,mass.adm+,mom.adm+.x,mom.adm+.y,mom.adm+.z,energy.adm+,mp.adm+,mass.e-,mom.e-.x,mom.e-.y,mom.e-.z,energy.e-,mp.e-,mass.steel,mom.steel.x,mom.steel.y,mom.steel.z,energy.steel,mass.insulator,mom.insulator.x,mom.insulator.y,mom.insulator.z,energy.insulator,flux.tank.adm (#/m^2/s),flux.tank.adm+ (#/m^2/s),flux.tank.e- (#/m^2/s),flux.tank.steel (#/m^2/s),flux.tank.insulator (#/m^2/s),flux.anode.adm (#/m^2/s),flux.anode.adm+ (#/m^2/s),flux.anode.e- (#/m^2/s),flux.anode.steel (#/m^2/s),flux.anode.insulator (#/m^2/s),flux.channel.adm (#/m^2/s),flux.channel.adm+ (#/m^2/s),flux.channel.e- (#/m^2/s),flux.channel.steel (#/m^2/s),flux.channel.insulator (#/m^2/s),flux.cathode.adm (#/m^2/s),flux.cathode.adm+ (#/m^2/s),flux.cathode.e- (#/m^2/s),flux.cathode.steel (#/m^2/s),flux.cathode.insulator (#/m^2/s),flux.body.adm (#/m^2/s),flux.body.adm+ (#/m^2/s),flux.body.e- (#/m^2/s),flux.body.steel (#/m^2/s),flux.body.insulator (#/m^2/s)
270,2.70000e-06,9.125e-09,3.669e-08,8.429e-08,1.107e-09,1.970e-06,404080,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.213e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
271,2.71000e-06,9.121e-09,3.670e-08,8.460e-08,1.115e-09,1.968e-06,403876,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.171e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
272,2.72000e-06,9.117e-09,3.702e-08,8.485e-08,9.996e-10,1.966e-06,403698,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.894e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
273,2.73000e-06,9.113e-09,3.684e-08,8.516e-08,9.657e-10,1.965e-06,403519,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.905e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
274,2.74000e-06,9.108e-09,3.699e-08,8.556e-08,9.823e-10,1.963e-06,403317,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.149e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
275,2.75000e-06,9.104e-09,3.722e-08,8.586e-08,1.012e-09,1.962e-06,403129,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
276,2.76000e-06,9.099e-09,3.719e-08,8.625e-08,9.577e-10,1.960e-06,402932,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.096e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
277,2.77000e-06,9.095e-09,3.740e-08,8.654e-08,8.646e-10,1.959e-06,402728,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.171e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
278,2.78000e-06,9.091e-09,3.740e-08,8.675e-08,9.621e-10,1.957e-06,402549,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.905e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
279,2.79000e-06,9.087e-09,3.736e-08,8.694e-08,8.365e-10,1.956e-06,402370,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.905e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
280,2.80000e-06,9.082e-09,3.732e-08,8.702e-08,8.397e-10,1.954e-06,402149,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.352e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
281,2.81000e-06,9.077e-09,3.714e-08,8.739e-08,6.134e-10,1.953e-06,401957,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.043e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
282,2.82000e-06,9.073e-09,3.726e-08,8.771e-08,5.142e-10,1.951e-06,401757,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.128e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
283,2.83000e-06,9.069e-09,3.737e-08,8.794e-08,4.834e-10,1.949e-06,401570,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.990e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
284,2.84000e-06,9.064e-09,3.727e-08,8.799e-08,3.997e-10,1.948e-06,401358,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.256e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
285,2.85000e-06,9.059e-09,3.727e-08,8.824e-08,5.786e-10,1.946e-06,401160,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.107e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
286,2.86000e-06,9.055e-09,3.730e-08,8.863e-08,4.192e-10,1.944e-06,400973,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.990e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
287,2.87000e-06,9.051e-09,3.742e-08,8.893e-08,3.732e-10,1.943e-06,400792,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.926e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
288,2.88000e-06,9.047e-09,3.724e-08,8.910e-08,3.387e-10,1.941e-06,400609,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.947e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2.89000e-06,9.043e-09,3.740e-08,8.892e-08,5.166e-10,1.939e-06,400420,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.011e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
290,2.90000e-06,9.038e-09,3.746e-08,8.899e-08,2.804e-10,1.938e-06,400217,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.160e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
291,2.91000e-06,9.034e-09,3.747e-08,8.913e-08,4.539e-10,1.936e-06,400038,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.896e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
292,2.92000e-06,9.030e-09,3.757e-08,8.968e-08,6.631e-10,1.935e-06,399850,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
293,2.93000e-06,9.025e-09,3.761e-08,9.001e-08,8.229e-10,1.933e-06,399661,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.011e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
294,2.94000e-06,9.021e-09,3.772e-08,9.038e-08,7.832e-10,1.932e-06,399457,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.171e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
295,2.95000e-06,9.017e-09,3.795e-08,9.066e-08,7.220e-10,1.930e-06,399268,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.011e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
296,2.96000e-06,9.012e-09,3.807e-08,9.099e-08,6.367e-10,1.929e-06,399065,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.160e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
297,2.97000e-06,9.007e-09,3.801e-08,9.096e-08,5.739e-10,1.927e-06,398853,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.256e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
298,2.98000e-06,9.003e-09,3.837e-08,9.121e-08,5.793e-10,1.926e-06,398665,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
299,2.99000e-06,8.999e-09,3.842e-08,9.138e-08,3.025e-10,1.924e-06,398464,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.139e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
300,3.00000e-06,8.994e-09,3.827e-08,9.146e-08,2.953e-10,1.922e-06,398278,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.979e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
301,3.01000e-06,8.990e-09,3.833e-08,9.166e-08,2.368e-10,1.921e-06,398068,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.235e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
302,3.02000e-06,8.986e-09,3.817e-08,9.191e-08,4.816e-10,1.919e-06,397899,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.798e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
303,3.03000e-06,8.982e-09,3.834e-08,9.207e-08,5.039e-10,1.918e-06,397711,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
304,3.04000e-06,8.977e-09,3.834e-08,9.214e-08,3.599e-10,1.916e-06,397518,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.054e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
305,3.05000e-06,8.973e-09,3.828e-08,9.217e-08,2.119e-10,1.915e-06,397323,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.075e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
306,3.06000e-06,8.968e-09,3.852e-08,9.233e-08,1.613e-10,1.913e-06,397137,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.979e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
307,3.07000e-06,8.964e-09,3.847e-08,9.232e-08,1.268e-10,1.912e-06,396935,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.149e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
308,3.08000e-06,8.959e-09,3.851e-08,9.257e-08,8.712e-11,1.910e-06,396735,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.128e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
309,3.09000e-06,8.955e-09,3.847e-08,9.283e-08,1.568e-10,1.909e-06,396550,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.958e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
310,3.10000e-06,8.950e-09,3.847e-08,9.310e-08,2.012e-10,1.907e-06,396336,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.277e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
311,3.11000e-06,8.946e-09,3.866e-08,9.348e-08,2.434e-10,1.905e-06,396149,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.990e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
312,3.12000e-06,8.942e-09,3.876e-08,9.395e-08,3.043e-10,1.904e-06,395963,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.979e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
313,3.13000e-06,8.937e-09,3.890e-08,9.426e-08,2.702e-10,1.902e-06,395745,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.320e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
314,3.14000e-06,8.932e-09,3.902e-08,9.469e-08,2.260e-10,1.901e-06,395539,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.192e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
315,3.15000e-06,8.928e-09,3.932e-08,9.498e-08,2.629e-10,1.899e-06,395327,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.256e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
316,3.16000e-06,8.923e-09,3.941e-08,9.521e-08,3.455e-10,1.898e-06,395108,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.330e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
317,3.17000e-06,8.919e-09,3.947e-08,9.536e-08,4.317e-10,1.896e-06,394920,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
318,3.18000e-06,8.914e-09,3.945e-08,9.568e-08,6.880e-10,1.895e-06,394711,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.224e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
319,3.19000e-06,8.909e-09,3.940e-08,9.610e-08,6.872e-10,1.893e-06,394524,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.990e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
320,3.20000e-06,8.905e-09,3.940e-08,9.628e-08,5.208e-10,1.891e-06,394331,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.054e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
321,3.21000e-06,8.901e-09,3.936e-08,9.650e-08,4.608e-10,1.890e-06,394150,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.926e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
322,3.22000e-06,8.896e-09,3.946e-08,9.658e-08,4.388e-10,1.888e-06,393931,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.330e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
323,3.23000e-06,8.892e-09,3.928e-08,9.681e-08,4.357e-10,1.887e-06,393741,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.022e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
324,3.24000e-06,8.887e-09,3.949e-08,9.720e-08,5.474e-10,1.885e-06,393535,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.192e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
325,3.25000e-06,8.883e-09,3.943e-08,9.743e-08,4.962e-10,1.883e-06,393341,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.064e+23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
